"Time","L1","L2","L3"
2024-06-06 15:22:00,1.41 K,1.66 K,2.02 K
2024-06-06 15:23:00,1.44 K,1.91 K,2.35 K
2024-06-06 15:24:00,746,976,717
2024-06-06 15:25:00,736,820,375
2024-06-06 15:26:00,726,944,1.67 K
2024-06-06 15:27:00,719,1.07 K,1.11 K
2024-06-06 15:28:00,747,1.05 K,375
2024-06-06 15:29:00,757,1.00 K,1.83 K
2024-06-06 15:30:00,1.43 K,1.53 K,1.70 K
2024-06-06 15:31:00,1.44 K,1.72 K,2.09 K
2024-06-06 15:32:00,1.45 K,1.95 K,2.49 K
2024-06-06 15:33:00,1.48 K,1.75 K,2.09 K
2024-06-06 15:34:00,1.47 K,1.76 K,1.71 K
2024-06-06 15:35:00,1.41 K,1.80 K,1.46 K
2024-06-06 15:36:00,1.50 K,1.77 K,2.23 K
2024-06-06 15:37:00,1.44 K,1.71 K,1.01 K
2024-06-06 15:38:00,736,1.01 K,737
2024-06-06 15:39:00,744,988,1.00 K
2024-06-06 15:40:00,741,937,23.7
2024-06-06 15:41:00,742,1.09 K,99.0
2024-06-06 15:42:00,750,1.07 K,2.01 K
2024-06-06 15:43:00,736,954,1.07 K
2024-06-06 15:44:00,1.41 K,1.75 K,1.32 K
2024-06-06 15:45:00,1.52 K,1.87 K,1.07 K
2024-06-06 15:46:00,1.49 K,1.87 K,1.34 K
2024-06-06 15:47:00,1.45 K,1.80 K,2.04 K
2024-06-06 15:48:00,1.48 K,1.90 K,2.12 K
2024-06-06 15:49:00,1.45 K,1.77 K,1.67 K
2024-06-06 15:50:00,1.42 K,1.69 K,1.35 K
2024-06-06 15:51:00,765,952,1.23 K
2024-06-06 15:52:00,762,1.01 K,1.44 K
2024-06-06 15:53:00,766,1.06 K,386
2024-06-06 15:54:00,740,1.10 K,745
2024-06-06 15:55:00,743,1.07 K,766
2024-06-06 15:56:00,738,1.06 K,385
2024-06-06 15:57:00,743,994,1.10 K
2024-06-06 15:58:00,1.42 K,1.78 K,2.06 K
2024-06-06 15:59:00,1.51 K,2.07 K,2.17 K
2024-06-06 16:00:00,1.49 K,1.99 K,1.77 K
2024-06-06 16:01:00,1.48 K,1.79 K,2.05 K
2024-06-06 16:02:00,1.45 K,1.81 K,1.83 K
2024-06-06 16:03:00,1.49 K,1.91 K,1.37 K
2024-06-06 16:04:00,1.44 K,1.80 K,1.52 K
2024-06-06 16:05:00,733,1.12 K,1.41 K
2024-06-06 16:06:00,745,1.08 K,1.08 K
2024-06-06 16:07:00,532,1.04 K,735
2024-06-06 16:08:00,527,1.03 K,727
2024-06-06 16:09:00,719,1.07 K,833
2024-06-06 16:10:00,1.38 K,1.78 K,1.83 K
2024-06-06 16:11:00,1.76 K,2.38 K,3.55 K
2024-06-06 16:12:00,1.77 K,2.30 K,3.29 K
2024-06-06 16:13:00,1.77 K,2.55 K,2.32 K
2024-06-06 16:14:00,1.78 K,2.24 K,2.81 K
2024-06-06 16:15:00,1.80 K,2.21 K,2.53 K
2024-06-06 16:16:00,1.83 K,2.40 K,2.65 K
2024-06-06 16:17:00,1.84 K,2.53 K,2.32 K
2024-06-06 16:18:00,1.83 K,2.54 K,2.71 K
2024-06-06 16:19:00,1.81 K,2.53 K,1.62 K
2024-06-06 16:20:00,1.75 K,2.31 K,1.77 K
2024-06-06 16:21:00,1.78 K,2.36 K,2.60 K
2024-06-06 16:22:00,1.82 K,2.27 K,1.58 K
2024-06-06 16:23:00,1.79 K,2.30 K,1.63 K
2024-06-06 16:24:00,1.80 K,2.57 K,3.01 K
2024-06-06 16:25:00,1.80 K,2.46 K,1.98 K
2024-06-06 16:26:00,1.80 K,2.28 K,1.61 K
2024-06-06 16:27:00,1.13 K,1.73 K,1.38 K
2024-06-06 16:28:00,1.15 K,1.73 K,1.70 K
2024-06-06 16:29:00,1.17 K,1.68 K,1.86 K
2024-06-06 16:30:00,524,1.07 K,1.08 K
2024-06-06 16:31:00,527,992,725
2024-06-06 16:32:00,527,934,374
2024-06-06 16:33:00,1.67 K,2.36 K,1.38 K
2024-06-06 16:34:00,1.74 K,1.86 K,2.25 K
2024-06-06 16:35:00,1.61 K,2.00 K,2.56 K
2024-06-06 16:36:00,1.50 K,1.91 K,1.42 K
2024-06-06 16:37:00,1.50 K,1.88 K,2.13 K
2024-06-06 16:38:00,1.48 K,2.08 K,2.36 K
2024-06-06 16:39:00,1.48 K,2.00 K,1.72 K
2024-06-06 16:40:00,1.44 K,1.97 K,2.38 K
2024-06-06 16:41:00,1.46 K,1.87 K,3.02 K
2024-06-06 16:42:00,2.35 K,2.86 K,2.39 K
2024-06-06 16:43:00,2.53 K,2.84 K,2.17 K
2024-06-06 16:44:00,2.42 K,2.87 K,2.48 K
2024-06-06 16:45:00,2.46 K,2.69 K,1.73 K
2024-06-06 16:46:00,2.38 K,2.33 K,2.48 K
2024-06-06 16:47:00,2.45 K,2.47 K,2.50 K
2024-06-06 16:48:00,2.43 K,2.69 K,1.82 K
2024-06-06 16:49:00,2.43 K,2.75 K,2.43 K
2024-06-06 16:50:00,2.39 K,2.53 K,1.75 K
2024-06-06 16:51:00,2.32 K,2.66 K,1.95 K
2024-06-06 16:52:00,2.38 K,2.61 K,2.78 K
2024-06-06 16:53:00,2.35 K,2.41 K,2.74 K
2024-06-06 16:54:00,1.62 K,1.66 K,2.72 K
2024-06-06 16:55:00,1.61 K,1.79 K,1.87 K
2024-06-06 16:56:00,1.57 K,1.81 K,1.78 K
2024-06-06 16:57:00,1.56 K,1.56 K,2.10 K
2024-06-06 16:58:00,1.61 K,1.62 K,1.03 K
2024-06-06 16:59:00,1.62 K,1.74 K,2.11 K
2024-06-06 17:00:00,1.64 K,1.70 K,1.76 K
2024-06-06 17:01:00,1.59 K,1.49 K,1.05 K
2024-06-06 17:02:00,1.62 K,1.70 K,664
2024-06-06 17:03:00,1.62 K,1.66 K,1.02 K
2024-06-06 17:04:00,1.63 K,1.69 K,1.94 K
2024-06-06 17:05:00,963,1.00 K,23.8
2024-06-06 17:06:00,954,1.01 K,741
2024-06-06 17:07:00,956,810,1.47 K
2024-06-06 17:08:00,1.53 K,1.73 K,1.39 K
2024-06-06 17:09:00,2.24 K,2.60 K,2.94 K
2024-06-06 17:10:00,2.40 K,2.68 K,3.52 K
2024-06-06 17:11:00,1.70 K,1.78 K,2.46 K
2024-06-06 17:12:00,1.64 K,1.81 K,1.51 K
2024-06-06 17:13:00,942,948,1.58 K
2024-06-06 17:14:00,962,1.08 K,1.81 K
2024-06-06 17:15:00,965,971,684
2024-06-06 17:16:00,945,944,1.53 K
2024-06-06 17:17:00,1.58 K,1.72 K,2.02 K
2024-06-06 17:18:00,2.21 K,2.32 K,1.97 K
2024-06-06 17:19:00,2.38 K,2.48 K,2.78 K
2024-06-06 17:20:00,1.64 K,1.61 K,1.41 K
2024-06-06 17:21:00,966,1.06 K,1.65 K
2024-06-06 17:22:00,960,911,1.08 K
2024-06-06 17:23:00,969,1.02 K,735
2024-06-06 17:24:00,955,988,1.48 K
2024-06-06 17:25:00,982,963,2.04 K
2024-06-06 17:26:00,2.23 K,2.41 K,2.90 K
2024-06-06 17:27:00,2.40 K,2.70 K,2.21 K
2024-06-06 17:28:00,1.68 K,1.86 K,1.90 K
2024-06-06 17:29:00,1.64 K,1.99 K,2.75 K
2024-06-06 17:30:00,953,1.08 K,1.10 K
2024-06-06 17:31:00,949,916,1.07 K
2024-06-06 17:32:00,936,874,387
2024-06-06 17:33:00,950,920,1.08 K
2024-06-06 17:34:00,1.62 K,1.79 K,2.75 K
2024-06-06 17:35:00,2.19 K,2.42 K,2.10 K
2024-06-06 17:36:00,2.53 K,2.66 K,2.30 K
2024-06-06 17:37:00,1.63 K,1.69 K,2.49 K
2024-06-06 17:38:00,938,846,391
2024-06-06 17:39:00,941,873,561
2024-06-06 17:40:00,937,875,1.10 K
2024-06-06 17:41:00,925,928,2.08 K
2024-06-06 17:42:00,938,938,722
2024-06-06 17:43:00,2.14 K,2.39 K,2.70 K
2024-06-06 17:44:00,2.44 K,2.57 K,3.31 K
2024-06-06 17:45:00,2.39 K,2.38 K,2.54 K
2024-06-06 17:46:00,1.64 K,1.57 K,2.58 K
2024-06-06 17:47:00,943,850,1.44 K
2024-06-06 17:48:00,944,857,1.06 K
2024-06-06 17:49:00,909,958,1.07 K
2024-06-06 17:50:00,931,884,376
2024-06-06 17:51:00,940,845,1.08 K
2024-06-06 17:52:00,2.16 K,2.28 K,2.11 K
2024-06-06 17:53:00,2.55 K,2.77 K,2.94 K
2024-06-06 17:54:00,1.62 K,1.71 K,2.12 K
2024-06-06 17:55:00,944,908,684
2024-06-06 17:56:00,940,1.02 K,27.0
2024-06-06 17:57:00,942,990,391
2024-06-06 17:58:00,940,1.09 K,377
2024-06-06 17:59:00,937,965,712
2024-06-06 18:00:00,1.61 K,1.64 K,2.08 K
2024-06-06 18:01:00,2.21 K,2.25 K,1.34 K
2024-06-06 18:02:00,2.38 K,2.71 K,2.61 K
2024-06-06 18:03:00,1.61 K,1.82 K,727
2024-06-06 18:04:00,926,1.10 K,1.14 K
2024-06-06 18:05:00,925,913,559
2024-06-06 18:06:00,936,941,1.08 K
2024-06-06 18:07:00,941,965,1.78 K
2024-06-06 18:08:00,934,1.07 K,749
2024-06-06 18:09:00,2.14 K,2.28 K,2.25 K
2024-06-06 18:10:00,2.38 K,2.58 K,3.05 K
2024-06-06 18:11:00,1.63 K,1.87 K,2.43 K
2024-06-06 18:12:00,1.60 K,1.78 K,1.76 K
2024-06-06 18:13:00,951,854,2.20 K
2024-06-06 18:14:00,936,960,1.73 K
2024-06-06 18:15:00,942,964,740
2024-06-06 18:16:00,939,980,1.31 K
2024-06-06 18:17:00,933,960,841
2024-06-06 18:18:00,2.18 K,2.53 K,1.93 K
2024-06-06 18:19:00,2.50 K,2.72 K,2.29 K
2024-06-06 18:20:00,1.62 K,1.86 K,1.84 K
2024-06-06 18:21:00,935,929,730
2024-06-06 18:22:00,931,969,49.6
2024-06-06 18:23:00,941,957,1.15 K
2024-06-06 18:24:00,904,1.01 K,140
2024-06-06 18:25:00,935,951,1.41 K
2024-06-06 18:26:00,921,1.07 K,1.10 K
2024-06-06 18:27:00,2.17 K,2.43 K,1.62 K
2024-06-06 18:28:00,2.39 K,2.73 K,1.56 K
2024-06-06 18:29:00,1.67 K,1.80 K,1.46 K
2024-06-06 18:30:00,954,975,1.09 K
2024-06-06 18:31:00,940,1.05 K,721
2024-06-06 18:32:00,931,916,740
2024-06-06 18:33:00,935,1.00 K,1.07 K
2024-06-06 18:34:00,938,1.13 K,726
2024-06-06 18:35:00,1.33 K,1.72 K,2.36 K
2024-06-06 18:36:00,1.37 K,1.80 K,2.07 K
2024-06-06 18:37:00,1.46 K,1.74 K,1.48 K
2024-06-06 18:38:00,1.45 K,1.79 K,2.37 K
2024-06-06 18:39:00,1.42 K,1.73 K,2.23 K
2024-06-06 18:40:00,1.47 K,1.74 K,2.71 K
2024-06-06 18:41:00,1.63 K,1.66 K,2.19 K
2024-06-06 18:42:00,519,901,1.45 K
2024-06-06 18:43:00,515,924,738
2024-06-06 18:44:00,528,1.00 K,1.47 K
2024-06-06 18:45:00,518,1.14 K,776
2024-06-06 18:46:00,520,1.02 K,1.33 K
2024-06-06 18:47:00,527,941,2.18 K
2024-06-06 18:48:00,949,991,1.47 K
2024-06-06 18:49:00,2.20 K,2.37 K,2.06 K
2024-06-06 18:50:00,2.60 K,2.83 K,2.76 K
2024-06-06 18:51:00,2.41 K,2.60 K,2.25 K
2024-06-06 18:52:00,2.38 K,2.56 K,3.56 K
2024-06-06 18:53:00,2.32 K,2.64 K,3.25 K
2024-06-06 18:54:00,2.32 K,2.54 K,3.22 K
2024-06-06 18:55:00,1.62 K,1.79 K,2.46 K
2024-06-06 18:56:00,1.61 K,1.84 K,3.20 K
2024-06-06 18:57:00,1.61 K,1.72 K,2.15 K
2024-06-06 18:58:00,1.60 K,1.64 K,2.46 K
2024-06-06 18:59:00,1.61 K,1.67 K,2.05 K
2024-06-06 19:00:00,1.59 K,1.95 K,2.75 K
2024-06-06 19:01:00,1.59 K,1.89 K,2.45 K
2024-06-06 19:02:00,1.54 K,1.79 K,2.35 K
2024-06-06 19:03:00,1.57 K,1.75 K,1.41 K
2024-06-06 19:04:00,1.56 K,1.74 K,2.51 K
2024-06-06 19:05:00,1.56 K,1.71 K,2.46 K
2024-06-06 19:06:00,929,1.10 K,748
2024-06-06 19:07:00,950,934,1.37 K
2024-06-06 19:08:00,935,983,2.24 K
2024-06-06 19:09:00,950,986,1.44 K
2024-06-06 19:10:00,929,1.01 K,413
2024-06-06 19:11:00,2.15 K,2.32 K,2.02 K
2024-06-06 19:12:00,2.42 K,2.58 K,2.65 K
2024-06-06 19:13:00,1.60 K,1.56 K,1.79 K
2024-06-06 19:14:00,952,941,386
2024-06-06 19:15:00,945,957,1.10 K
2024-06-06 19:16:00,946,993,653
2024-06-06 19:17:00,955,1.02 K,763
2024-06-06 19:18:00,946,1.07 K,752
2024-06-06 19:19:00,2.10 K,2.35 K,2.66 K
2024-06-06 19:20:00,2.36 K,2.63 K,2.56 K
2024-06-06 19:21:00,2.33 K,2.58 K,2.73 K
2024-06-06 19:22:00,946,1.14 K,706
2024-06-06 19:23:00,947,1.06 K,760
2024-06-06 19:24:00,942,1.12 K,742
2024-06-06 19:25:00,946,1.09 K,1.11 K
2024-06-06 19:26:00,947,1.01 K,401
2024-06-06 19:27:00,937,1.01 K,1.04 K
2024-06-06 19:28:00,2.12 K,2.34 K,1.64 K
2024-06-06 19:29:00,2.38 K,2.70 K,2.32 K
2024-06-06 19:30:00,1.64 K,1.86 K,1.47 K
2024-06-06 19:31:00,943,1.11 K,476
2024-06-06 19:32:00,951,1.01 K,766
2024-06-06 19:33:00,946,1.04 K,385
2024-06-06 19:34:00,942,929,1.11 K
2024-06-06 19:35:00,938,977,2.47 K
2024-06-06 19:36:00,949,1.10 K,1.11 K
2024-06-06 19:37:00,2.11 K,2.34 K,2.70 K
2024-06-06 19:38:00,2.42 K,2.76 K,3.59 K
2024-06-06 19:39:00,1.61 K,1.80 K,1.74 K
2024-06-06 19:40:00,948,986,2.12 K
2024-06-06 19:41:00,951,982,1.24 K
2024-06-06 19:42:00,952,1.10 K,1.83 K
2024-06-06 19:43:00,948,1.14 K,1.33 K
2024-06-06 19:44:00,943,977,1000
2024-06-06 19:45:00,1.50 K,1.74 K,1.41 K
2024-06-06 19:46:00,2.13 K,2.42 K,2.51 K
2024-06-06 19:47:00,2.34 K,2.55 K,2.21 K
2024-06-06 19:48:00,1.60 K,1.73 K,2.17 K
2024-06-06 19:49:00,949,1.03 K,1.10 K
2024-06-06 19:50:00,926,1.01 K,740
2024-06-06 19:51:00,915,1.15 K,1.44 K
2024-06-06 19:52:00,935,1.06 K,389
2024-06-06 19:53:00,917,1.04 K,1.69 K
2024-06-06 19:54:00,2.04 K,2.58 K,2.95 K
2024-06-06 19:55:00,2.14 K,2.36 K,3.24 K
2024-06-06 19:56:00,2.31 K,2.61 K,3.17 K
2024-06-06 19:57:00,1.58 K,1.65 K,2.09 K
2024-06-06 19:58:00,947,1.12 K,1.43 K
2024-06-06 19:59:00,951,1.19 K,1.70 K
2024-06-06 20:00:00,952,1.06 K,1.01 K
2024-06-06 20:01:00,958,1.09 K,1.80 K
2024-06-06 20:02:00,951,1.14 K,1.70 K
2024-06-06 20:03:00,2.06 K,2.47 K,2.44 K
2024-06-06 20:04:00,2.24 K,2.53 K,2.49 K
2024-06-06 20:05:00,2.29 K,2.62 K,2.82 K
2024-06-06 20:06:00,937,1.04 K,743
2024-06-06 20:07:00,940,1.11 K,960
2024-06-06 20:08:00,945,1.08 K,967
2024-06-06 20:09:00,945,1.03 K,782
2024-06-06 20:10:00,932,860,753
2024-06-06 20:11:00,1.36 K,1.67 K,1.43 K
2024-06-06 20:12:00,1.75 K,2.22 K,1.99 K
2024-06-06 20:13:00,1.76 K,2.30 K,1.81 K
2024-06-06 20:14:00,1.76 K,2.37 K,2.40 K
2024-06-06 20:15:00,1.76 K,2.19 K,2.09 K
2024-06-06 20:16:00,1.74 K,2.15 K,1.31 K
2024-06-06 20:17:00,1.77 K,2.15 K,2.39 K
2024-06-06 20:18:00,1.77 K,2.37 K,1.31 K
2024-06-06 20:19:00,1.78 K,2.31 K,2.08 K
2024-06-06 20:20:00,1.80 K,2.16 K,2.44 K
2024-06-06 20:21:00,1.78 K,2.27 K,2.10 K
2024-06-06 20:22:00,1.82 K,2.42 K,2.10 K
2024-06-06 20:23:00,1.85 K,2.38 K,2.80 K
2024-06-06 20:24:00,1.82 K,2.43 K,2.81 K
2024-06-06 20:25:00,1.81 K,2.59 K,3.21 K
2024-06-06 20:26:00,1.81 K,2.41 K,3.71 K
2024-06-06 20:27:00,1.80 K,2.26 K,2.06 K
2024-06-06 20:28:00,1.82 K,2.27 K,2.43 K
2024-06-06 20:29:00,532,973,1.84 K
2024-06-06 20:30:00,539,1.10 K,2.17 K
2024-06-06 20:31:00,536,1.02 K,1.13 K
2024-06-06 20:32:00,2.49 K,3.02 K,3.47 K
2024-06-06 20:33:00,2.54 K,3.02 K,3.33 K
2024-06-06 20:34:00,2.51 K,2.90 K,3.49 K
2024-06-06 20:35:00,2.36 K,2.75 K,3.54 K
2024-06-06 20:36:00,2.36 K,2.66 K,2.67 K
2024-06-06 20:37:00,2.31 K,2.59 K,2.28 K
2024-06-06 20:38:00,2.59 K,2.62 K,2.82 K
2024-06-06 20:39:00,2.55 K,2.47 K,1.74 K
2024-06-06 20:40:00,2.55 K,2.62 K,2.43 K
2024-06-06 20:41:00,2.53 K,2.59 K,3.11 K
2024-06-06 20:42:00,2.51 K,2.57 K,2.69 K
2024-06-06 20:43:00,2.44 K,2.62 K,2.03 K
2024-06-06 20:44:00,2.54 K,2.68 K,3.34 K
2024-06-06 20:45:00,2.42 K,2.70 K,2.00 K
2024-06-06 20:46:00,2.52 K,2.68 K,2.27 K
2024-06-06 20:47:00,2.50 K,2.50 K,2.66 K
2024-06-06 20:48:00,1.92 K,1.87 K,1.96 K
2024-06-06 20:49:00,1.92 K,1.92 K,1.62 K
2024-06-06 20:50:00,1.85 K,1.82 K,1.82 K
2024-06-06 20:51:00,1.90 K,1.97 K,2.71 K
2024-06-06 20:52:00,1.88 K,1.88 K,1.31 K
2024-06-06 20:53:00,1.52 K,1.77 K,1.78 K
2024-06-06 20:54:00,948,1.01 K,844
2024-06-06 20:55:00,958,1.01 K,392
2024-06-06 20:56:00,950,919,723
2024-06-06 20:57:00,2.03 K,2.37 K,2.97 K
2024-06-06 20:58:00,2.09 K,2.40 K,2.22 K
2024-06-06 20:59:00,676,1.17 K,1.23 K
2024-06-06 21:00:00,946,1.30 K,1.84 K
2024-06-06 21:01:00,536,1.38 K,1.14 K
2024-06-06 21:02:00,930,1.02 K,710
2024-06-06 21:03:00,2.09 K,2.26 K,2.55 K
2024-06-06 21:04:00,2.22 K,2.61 K,2.33 K
2024-06-06 21:05:00,529,1.10 K,1.52 K
2024-06-06 21:06:00,522,1.02 K,1.51 K
2024-06-06 21:07:00,725,1.29 K,1.11 K
2024-06-06 21:08:00,1.34 K,1.58 K,3.22 K
2024-06-06 21:09:00,1.37 K,1.27 K,2.58 K
2024-06-06 21:10:00,1.34 K,1.80 K,2.26 K
2024-06-06 21:11:00,1.38 K,1.75 K,2.91 K
2024-06-06 21:12:00,1.35 K,1.74 K,2.24 K
2024-06-06 21:13:00,1.70 K,2.04 K,1.35 K
2024-06-06 21:14:00,1.67 K,1.84 K,1.74 K
2024-06-06 21:15:00,1.66 K,1.88 K,1.67 K
2024-06-06 21:16:00,1.66 K,1.61 K,1.73 K
2024-06-06 21:17:00,1.69 K,1.85 K,2.07 K
2024-06-06 21:18:00,1.67 K,1.91 K,2.36 K
2024-06-06 21:19:00,1.67 K,1.90 K,2.08 K
2024-06-06 21:20:00,1.63 K,1.90 K,2.05 K
2024-06-06 21:21:00,1.67 K,1.98 K,1.93 K
2024-06-06 21:22:00,1.67 K,1.90 K,1.71 K
2024-06-06 21:23:00,1.67 K,1.82 K,2.77 K
2024-06-06 21:24:00,1.07 K,1.20 K,2.16 K
2024-06-06 21:25:00,1.08 K,974,1.40 K
2024-06-06 21:26:00,1.06 K,1.12 K,2.11 K
2024-06-06 21:27:00,1.08 K,1.12 K,1.36 K
2024-06-06 21:28:00,1.08 K,1.12 K,1.35 K
2024-06-06 21:29:00,1.66 K,1.95 K,2.33 K
2024-06-06 21:30:00,1.65 K,1.95 K,2.03 K
2024-06-06 21:31:00,1.68 K,1.88 K,2.09 K
2024-06-06 21:32:00,1.67 K,1.87 K,1.33 K
2024-06-06 21:33:00,1.65 K,1.82 K,1.31 K
2024-06-06 21:34:00,1.68 K,1.84 K,3.09 K
2024-06-06 21:35:00,1.68 K,2.01 K,1.68 K
2024-06-06 21:36:00,1.66 K,1.92 K,2.02 K
2024-06-06 21:37:00,1.10 K,1.17 K,1.60 K
2024-06-06 21:38:00,1.08 K,1.19 K,1.40 K
2024-06-06 21:39:00,1.43 K,1.21 K,2.13 K
2024-06-06 21:40:00,1.81 K,1.89 K,2.65 K
2024-06-06 21:41:00,2.46 K,2.40 K,2.51 K
2024-06-06 21:42:00,2.64 K,2.67 K,2.96 K
2024-06-06 21:43:00,2.57 K,2.54 K,2.45 K
2024-06-06 21:44:00,1.31 K,1.16 K,1.40 K
2024-06-06 21:45:00,1.30 K,1.18 K,654
2024-06-06 21:46:00,1.31 K,1.08 K,1.38 K
2024-06-06 21:47:00,1.30 K,1.40 K,1.02 K
2024-06-06 21:48:00,1.32 K,1.34 K,1.78 K
2024-06-06 21:49:00,1.33 K,1.17 K,1.69 K
2024-06-06 21:50:00,2.45 K,2.43 K,2.67 K
2024-06-06 21:51:00,2.57 K,2.56 K,3.57 K
2024-06-06 21:52:00,1.93 K,1.79 K,1.72 K
2024-06-06 21:53:00,878,1.06 K,648
2024-06-06 21:54:00,1.29 K,1.16 K,1.95 K
2024-06-06 21:55:00,1.31 K,1.17 K,2.42 K
2024-06-06 21:56:00,1.30 K,1.11 K,649
2024-06-06 21:57:00,1.31 K,1.10 K,1.40 K
2024-06-06 21:58:00,2.45 K,2.47 K,3.05 K
2024-06-06 21:59:00,2.65 K,2.57 K,2.55 K
2024-06-06 22:00:00,1.95 K,1.85 K,1.72 K
2024-06-06 22:01:00,1.31 K,1.10 K,1.43 K
2024-06-06 22:02:00,1.29 K,986,1.43 K
2024-06-06 22:03:00,1.31 K,1.11 K,1.41 K
2024-06-06 22:04:00,1.31 K,1.07 K,1.81 K
2024-06-06 22:05:00,1.29 K,1.04 K,1.46 K
2024-06-06 22:06:00,2.43 K,2.29 K,2.33 K
2024-06-06 22:07:00,2.48 K,2.60 K,2.07 K
2024-06-06 22:08:00,2.26 K,2.25 K,2.09 K
2024-06-06 22:09:00,1.29 K,1.13 K,664
2024-06-06 22:10:00,1.29 K,1.13 K,1.78 K
2024-06-06 22:11:00,1.29 K,1.05 K,1.05 K
2024-06-06 22:12:00,1.30 K,1.07 K,1.41 K
2024-06-06 22:13:00,1.30 K,1.09 K,1.75 K
2024-06-06 22:14:00,2.13 K,2.18 K,1.67 K
2024-06-06 22:15:00,2.39 K,2.41 K,2.71 K
2024-06-06 22:16:00,2.56 K,2.65 K,3.58 K
2024-06-06 22:17:00,1.30 K,1.07 K,1.75 K
2024-06-06 22:18:00,1.29 K,1.17 K,1.78 K
2024-06-06 22:19:00,1.30 K,1.28 K,1.72 K
2024-06-06 22:20:00,1.28 K,1.06 K,1.60 K
2024-06-06 22:21:00,1.30 K,1.17 K,1.37 K
2024-06-06 22:22:00,1.32 K,1.13 K,1.02 K
2024-06-06 22:23:00,2.44 K,2.58 K,2.20 K
2024-06-06 22:24:00,2.69 K,2.77 K,2.79 K
2024-06-06 22:25:00,1.94 K,2.02 K,1.95 K
2024-06-06 22:26:00,1.31 K,1.22 K,1.24 K
2024-06-06 22:27:00,1.30 K,1.00 K,746
2024-06-06 22:28:00,1.31 K,1.09 K,1.01 K
2024-06-06 22:29:00,1.29 K,1.06 K,1.35 K
2024-06-06 22:30:00,1.30 K,1.13 K,723
2024-06-06 22:31:00,1.69 K,1.85 K,1.21 K
2024-06-06 22:32:00,2.39 K,2.52 K,3.33 K
2024-06-06 22:33:00,2.56 K,2.65 K,1.80 K
2024-06-06 22:34:00,1.31 K,1.15 K,669
2024-06-06 22:35:00,1.30 K,936,2.14 K
2024-06-06 22:36:00,1.30 K,1.05 K,656
2024-06-06 22:37:00,1.30 K,1.03 K,1.06 K
2024-06-06 22:38:00,1.30 K,1.23 K,1.74 K
2024-06-06 22:39:00,1.29 K,1.20 K,1.04 K
2024-06-06 22:40:00,2.44 K,2.53 K,2.38 K
2024-06-06 22:41:00,2.59 K,2.75 K,3.25 K
2024-06-06 22:42:00,1.93 K,1.72 K,2.31 K
2024-06-06 22:43:00,1.31 K,1.13 K,2.16 K
2024-06-06 22:44:00,1.31 K,1.31 K,2.15 K
2024-06-06 22:45:00,1.30 K,1.01 K,1.86 K
2024-06-06 22:46:00,1.31 K,1.15 K,2.58 K
2024-06-06 22:47:00,1.31 K,1.29 K,1.05 K
2024-06-06 22:48:00,2.44 K,2.55 K,2.68 K
2024-06-06 22:49:00,2.43 K,2.32 K,3.58 K
2024-06-06 22:50:00,2.63 K,2.58 K,3.23 K
2024-06-06 22:51:00,1.31 K,1.20 K,1.70 K
2024-06-06 22:52:00,1.32 K,1.07 K,2.16 K
2024-06-06 22:53:00,1.30 K,1.21 K,1.77 K
2024-06-06 22:54:00,1.31 K,1.14 K,1.89 K
2024-06-06 22:55:00,1.33 K,1.36 K,1.64 K
2024-06-06 22:56:00,1.31 K,1.24 K,1.83 K
2024-06-06 22:57:00,2.48 K,2.52 K,3.41 K
2024-06-06 22:58:00,2.68 K,2.74 K,4.06 K
2024-06-06 22:59:00,1.97 K,1.91 K,2.83 K
2024-06-06 23:00:00,1.34 K,1.20 K,2.17 K
2024-06-06 23:01:00,1.33 K,1.04 K,2.22 K
2024-06-06 23:02:00,1.32 K,1.02 K,1.15 K
2024-06-06 23:03:00,1.33 K,1.06 K,1.83 K
2024-06-06 23:04:00,1.33 K,1.13 K,2.86 K
2024-06-06 23:05:00,2.42 K,2.48 K,2.83 K
2024-06-06 23:06:00,2.39 K,2.50 K,1.90 K
2024-06-06 23:07:00,2.53 K,2.53 K,3.16 K
2024-06-06 23:08:00,1.31 K,1.11 K,1.06 K
2024-06-06 23:09:00,1.31 K,1.14 K,1.05 K
2024-06-06 23:10:00,1.31 K,1.08 K,1.78 K
2024-06-06 23:11:00,1.31 K,944,1.04 K
2024-06-06 23:12:00,1.32 K,1.03 K,669
2024-06-06 23:13:00,1.30 K,1.06 K,1.83 K
2024-06-06 23:14:00,2.45 K,2.49 K,2.29 K
2024-06-06 23:15:00,2.63 K,2.88 K,2.57 K
2024-06-06 23:16:00,1.91 K,1.81 K,2.45 K
2024-06-06 23:17:00,1.31 K,1.02 K,1.80 K
2024-06-06 23:18:00,1.32 K,1.10 K,1.99 K
2024-06-06 23:19:00,1.31 K,1.20 K,2.90 K
2024-06-06 23:20:00,1.32 K,1.21 K,1.05 K
2024-06-06 23:21:00,1.29 K,1.28 K,1.04 K
2024-06-06 23:22:00,2.32 K,2.66 K,3.05 K
2024-06-06 23:23:00,2.39 K,2.61 K,3.32 K
2024-06-06 23:24:00,2.58 K,2.73 K,2.46 K
2024-06-06 23:25:00,1.31 K,1.29 K,1.40 K
2024-06-06 23:26:00,1.32 K,1.17 K,644
2024-06-06 23:27:00,1.29 K,982,1.05 K
2024-06-06 23:28:00,1.31 K,1.16 K,660
2024-06-06 23:29:00,1.30 K,1.36 K,1.18 K
